brand,model,engine_cc,max_power_bhp,kerb_weight_kg,fuel_type,transmission,kilometers_driven,fuel_efficiency_kmpl
Tata,Altroz,1500,118.1,1581,Diesel,Automatic,184933,22.8
Hyundai,i20,1200,98.5,1142,Diesel,Automatic,192461,23.6
Volkswagen,Taigun,2500,212.1,1724,Petrol,Manual,17547,18.9
Ford,Aspire,1200,111.8,1621,Diesel,Automatic,55177,24.4
Volkswagen,Vento,1500,111.4,1614,Diesel,Manual,133849,22.6
BMW,X1,1600,133.3,1050,Diesel,Automatic,101270,23.2
Volkswagen,Vento,2000,165.2,1179,Diesel,Automatic,22988,20.9
Hyundai,Venue,2200,189.0,1637,Petrol,Manual,101248,20.1
Tata,Harrier,1500,94.8,1254,Petrol,Automatic,92228,20.2
Tata,Tiago,2500,141.4,1620,Diesel,Manual,136699,19.3
Honda,Civic,1800,120.3,1456,Diesel,Automatic,140218,21.7
Volkswagen,Taigun,1200,91.8,1786,Diesel,Automatic,76293,22.7
Maruti Suzuki,Ciaz,1200,111.4,1655,Petrol,Automatic,38496,21.5
Ford,Aspire,2200,181.3,1644,Petrol,Manual,156949,19.2
Maruti Suzuki,Ciaz,2200,179.7,1836,Petrol,Automatic,23148,19.3
Maruti Suzuki,WagonR,1500,129.9,1086,Petrol,Automatic,114539,20.4
Nissan,Sunny,2000,122.5,1646,Diesel,Automatic,35244,21.4
Maruti Suzuki,Ciaz,1000,65.1,1095,Petrol,Manual,111399,23.7
Ford,Freestyle,1000,56.1,1797,Diesel,Manual,185031,25.4
Maruti Suzuki,Ciaz,2200,130.4,1294,Diesel,Manual,51913,22.4
Hyundai,Venue,1600,119.7,1759,Diesel,Manual,104503,21.5
Ford,Ecosport,1800,113.4,1131,Petrol,Manual,175801,21.6
Maruti Suzuki,Ciaz,1200,81.4,1559,Petrol,Automatic,41159,20.3
Hyundai,i10,2000,132.3,949,Diesel,Automatic,168596,20.4
Honda,City,1500,116.2,882,Diesel,Automatic,140335,22.5
Toyota,Glanza,1000,76.9,1695,Diesel,Manual,71092,25.7
BMW,520d,2200,130.5,1240,Diesel,Automatic,114119,21.7
Maruti Suzuki,Ciaz,1800,144.9,1219,Diesel,Manual,50267,22.7
BMW,X3,2000,164.3,1238,Petrol,Manual,86358,21.3
Maruti Suzuki,WagonR,1600,119.4,1750,Petrol,Manual,15694,21.1
Volkswagen,Taigun,1200,88.0,1013,Petrol,Automatic,1293,22.5
Volkswagen,Taigun,2500,201.4,1587,Diesel,Automatic,178563,18.4
Hyundai,i10,1200,76.0,1462,Diesel,Manual,128643,25.5
Toyota,Yaris,2000,150.0,1371,Diesel,Automatic,6109,23.1
Nissan,Micra,1800,156.2,1604,Petrol,Automatic,57221,20.6
Volkswagen,Vento,1600,142.4,1029,Diesel,Automatic,129604,24.0
Tata,Altroz,1000,70.5,1113,Petrol,Automatic,48008,21.4
Nissan,Micra,1000,58.4,1512,Diesel,Manual,87594,25.2
Kia,Carens,1200,113.2,1260,Diesel,Automatic,80897,23.6
Maruti Suzuki,WagonR,1000,69.8,1752,Diesel,Automatic,140088,23.9
Honda,Civic,2200,146.9,1860,Petrol,Automatic,147787,19.5
BMW,X3,2000,110.1,1017,Diesel,Manual,141049,22.6
BMW,X3,2000,160.9,1516,Petrol,Manual,99236,21.5
Nissan,Kicks,1800,139.7,1574,Diesel,Automatic,197556,20.7
Nissan,Sunny,2200,183.8,1441,Petrol,Automatic,135056,19.7
Tata,Harrier,1000,70.7,1428,Diesel,Manual,178240,23.9
Ford,Figo,1800,125.7,1005,Diesel,Automatic,163180,21.9
Toyota,Corolla,1600,139.9,1234,Diesel,Automatic,155709,21.6
Hyundai,Verna,1200,88.0,1747,Diesel,Automatic,22770,22.2
Tata,Altroz,1200,86.4,1203,Petrol,Manual,111909,21.5
Kia,Carens,1800,152.0,1060,Petrol,Manual,69733,21.5
Tata,Nexon,2000,144.0,1062,Diesel,Automatic,148581,20.5
BMW,520d,2200,150.0,1640,Petrol,Automatic,34110,19.5
BMW,X3,1500,105.6,892,Petrol,Automatic,57121,20.8
Maruti Suzuki,WagonR,1500,125.9,1655,Petrol,Manual,109839,21.6
Toyota,Innova,2000,135.6,1336,Diesel,Automatic,156583,22.4
Toyota,Innova,2500,211.1,1204,Diesel,Automatic,161668,18.4
Volkswagen,Taigun,2200,143.8,994,Diesel,Automatic,41026,19.1
Ford,Aspire,1500,91.0,1026,Diesel,Automatic,58578,21.2
Maruti Suzuki,WagonR,1000,60.3,1768,Diesel,Manual,147086,23.7
Hyundai,i20,1500,118.8,900,Petrol,Automatic,138983,20.7
Toyota,Camry,1000,92.3,1607,Petrol,Manual,79880,22.7
Hyundai,Venue,2000,125.7,1496,Petrol,Manual,132713,19.3
Volkswagen,Taigun,2200,148.2,1291,Diesel,Manual,39060,20.1
Nissan,Kicks,1800,112.3,1421,Diesel,Automatic,7894,20.5
Nissan,Kicks,1500,125.2,1157,Petrol,Automatic,165479,20.8
Hyundai,Venue,1800,154.9,1678,Diesel,Manual,62867,20.9
Honda,Jazz,1000,92.2,1826,Petrol,Automatic,163490,23.1
Honda,Jazz,2200,165.5,954,Diesel,Manual,152359,23.1
Volkswagen,Vento,1500,108.9,852,Petrol,Automatic,99395,20.7
Tata,Altroz,1800,139.8,1620,Diesel,Automatic,193776,21.1
Hyundai,i10,2000,115.2,1130,Diesel,Automatic,143851,21.3
Hyundai,i20,2500,144.7,1350,Diesel,Automatic,64493,20.6
Kia,Carens,2200,180.1,1895,Petrol,Manual,149221,18.5
Toyota,Yaris,2500,186.8,1048,Petrol,Automatic,102666,17.8
Ford,Aspire,1800,121.2,1229,Diesel,Automatic,113635,22.0
Volkswagen,Taigun,1500,99.7,1357,Diesel,Manual,106776,22.6
Volkswagen,Taigun,2000,166.1,1878,Diesel,Automatic,193131,22.3
Kia,Seltos,1000,56.7,1126,Diesel,Automatic,110195,24.5
Kia,Sonet,2000,176.0,1761,Diesel,Manual,105556,22.2
Toyota,Innova,2200,172.1,988,Diesel,Manual,5192,20.4
Nissan,Micra,1000,57.7,1738,Petrol,Automatic,30623,21.5
Nissan,Micra,1200,109.0,1756,Petrol,Automatic,180077,22.6
Kia,Carens,2500,161.5,1302,Petrol,Automatic,16050,16.7
Hyundai,i10,1600,96.0,1096,Petrol,Manual,102634,21.5
Hyundai,i10,1500,90.3,1729,Petrol,Manual,123478,21.8
Hyundai,i10,2000,142.5,1441,Petrol,Manual,26402,20.9
Ford,Ecosport,1500,125.5,1178,Petrol,Automatic,79279,21.2
Honda,Jazz,1800,115.5,915,Diesel,Manual,155122,22.3
Hyundai,Verna,1500,93.3,1761,Diesel,Manual,64494,22.4
Nissan,Micra,2500,229.2,1662,Petrol,Automatic,155853,16.3
Kia,Seltos,1500,114.7,1127,Diesel,Automatic,125071,22.8
Nissan,Sunny,2500,215.7,1362,Petrol,Automatic,67165,18.0
Toyota,Innova,1500,115.8,1420,Petrol,Automatic,134928,19.9
Maruti Suzuki,Dzire,1800,126.5,1308,Diesel,Automatic,149322,20.3
Toyota,Corolla,1600,89.4,1489,Diesel,Manual,124991,23.8
Honda,WR-V,2500,176.6,1501,Diesel,Automatic,89754,20.6
Volkswagen,Polo,1800,165.0,1837,Diesel,Manual,10714,23.0
Hyundai,i10,1500,109.0,959,Petrol,Automatic,63827,21.3
Volkswagen,Polo,1200,90.6,1806,Petrol,Manual,45249,23.0
BMW,X1,1500,119.0,1424,Diesel,Manual,183948,23.3
Hyundai,Creta,2500,141.5,1603,Petrol,Manual,53050,18.2
Nissan,Sunny,1000,65.4,1132,Petrol,Automatic,43210,21.5
Toyota,Corolla,2200,198.8,1805,Diesel,Automatic,67008,21.6
Ford,Ecosport,1500,124.5,1351,Diesel,Manual,177882,23.6
Hyundai,i10,2200,201.2,1453,Petrol,Automatic,62337,18.5
Maruti Suzuki,Ciaz,2200,149.3,1120,Petrol,Manual,20296,18.9
Volkswagen,Taigun,2200,133.2,880,Diesel,Manual,153625,21.7
Toyota,Camry,2500,192.3,1449,Petrol,Automatic,174793,18.6
Volkswagen,Polo,2200,159.7,1374,Petrol,Automatic,74035,19.4
Ford,Ecosport,2500,224.1,875,Petrol,Manual,117116,18.2
Toyota,Camry,1800,141.7,1173,Petrol,Automatic,151733,19.3
Volkswagen,Polo,2500,220.3,1315,Petrol,Automatic,62798,19.6
Ford,Freestyle,1500,138.7,1677,Diesel,Automatic,104328,23.4
BMW,X1,2500,203.7,1527,Diesel,Automatic,48829,20.5
Toyota,Innova,1000,72.8,1219,Petrol,Manual,73835,23.3
Maruti Suzuki,Dzire,1600,139.5,1141,Diesel,Automatic,36954,21.1
Volkswagen,Polo,1800,126.0,1009,Diesel,Manual,169278,22.8
Hyundai,Venue,2200,143.3,1185,Diesel,Manual,35734,23.3
Nissan,Kicks,1200,79.5,945,Petrol,Manual,16513,22.5
Tata,Altroz,1000,73.1,1445,Petrol,Automatic,165135,23.4
Toyota,Innova,2200,134.9,1239,Diesel,Automatic,143076,20.0
Toyota,Innova,1500,113.4,1599,Diesel,Manual,57785,24.1
BMW,X3,1600,144.0,1555,Petrol,Manual,79734,20.3
Maruti Suzuki,Ciaz,1200,72.3,1736,Diesel,Automatic,114629,25.2
Honda,Jazz,1500,96.9,1529,Diesel,Manual,18429,23.1
Volkswagen,Polo,2500,209.0,1096,Diesel,Manual,4666,22.1
Hyundai,i10,1000,55.7,1338,Diesel,Automatic,134022,23.8
Honda,Jazz,2500,225.2,1442,Diesel,Automatic,184959,17.9
Honda,Civic,1600,147.0,1145,Diesel,Automatic,19892,22.8
Honda,Civic,2500,217.0,1136,Diesel,Manual,10243,21.5
Kia,Carens,2000,110.7,956,Diesel,Manual,42222,22.7
Kia,Seltos,1800,101.6,1253,Diesel,Manual,57866,23.0
Hyundai,i10,1200,73.7,1373,Diesel,Manual,101633,23.6
BMW,X1,2000,172.6,1600,Petrol,Automatic,135698,18.3
Tata,Tiago,1200,78.1,1790,Diesel,Manual,116748,22.8
Kia,Carens,1500,121.9,927,Petrol,Manual,27865,21.5
Toyota,Corolla,2200,149.5,1302,Petrol,Automatic,112154,19.2
Toyota,Yaris,1000,58.7,863,Diesel,Automatic,82652,23.2
Ford,Ecosport,1200,87.4,1557,Diesel,Automatic,110309,23.4
Tata,Nexon,2000,166.5,1556,Diesel,Manual,62915,22.2
Kia,Sonet,2000,123.0,897,Diesel,Manual,179712,21.0
Maruti Suzuki,Baleno,2000,131.7,1626,Diesel,Automatic,145660,20.8
Tata,Harrier,1600,139.6,1866,Diesel,Automatic,62555,23.0
Honda,Jazz,1200,104.5,1458,Diesel,Manual,199720,23.4
Kia,Carens,1500,127.6,1463,Diesel,Manual,23477,21.6
Tata,Harrier,2000,182.3,1353,Diesel,Manual,167190,23.0
Maruti Suzuki,Swift,1600,137.9,1885,Petrol,Automatic,123288,19.2
Ford,Figo,2200,153.7,1684,Petrol,Manual,21029,18.8
Nissan,Sunny,1600,121.3,1175,Diesel,Manual,57328,22.6
Maruti Suzuki,Baleno,1200,97.5,1089,Petrol,Automatic,77081,23.5
Honda,Amaze,1500,128.1,1880,Petrol,Automatic,75244,19.8
Ford,Ecosport,2000,177.0,1507,Petrol,Manual,139224,21.6
Hyundai,i20,2200,124.0,1607,Petrol,Automatic,151836,18.4
Tata,Nexon,1600,109.6,1312,Petrol,Automatic,152442,19.2
Volkswagen,Taigun,2000,145.7,1540,Petrol,Automatic,103307,20.0
Ford,Freestyle,1800,157.6,1151,Petrol,Automatic,160768,19.2
Honda,WR-V,1200,93.5,1478,Petrol,Automatic,17551,22.0
Kia,Seltos,1200,76.7,855,Petrol,Manual,52200,22.3
Nissan,Micra,1500,132.6,1752,Petrol,Automatic,56695,21.8
Toyota,Camry,1800,139.8,1476,Diesel,Automatic,12309,22.1
BMW,X3,1600,150.5,1587,Diesel,Manual,95138,22.1
Hyundai,i10,2000,118.1,1757,Petrol,Manual,41472,20.0
Hyundai,Venue,2000,175.9,1808,Petrol,Automatic,191248,19.7
Toyota,Glanza,1800,115.1,1579,Diesel,Automatic,116679,20.9
BMW,320i,2200,185.3,1835,Petrol,Automatic,100676,18.1
Nissan,Micra,1500,109.6,1267,Diesel,Manual,140467,23.3
Hyundai,Verna,1000,71.1,1407,Diesel,Manual,197494,26.7
Hyundai,Creta,2000,177.3,1092,Diesel,Automatic,84604,22.5
Honda,WR-V,1600,146.0,1713,Diesel,Manual,176839,22.2
Nissan,Micra,1500,116.3,1538,Petrol,Automatic,100092,19.2
Hyundai,i20,1200,103.6,1372,Petrol,Automatic,144421,21.5
Kia,Sonet,1000,72.8,929,Diesel,Manual,100301,24.1
Honda,Civic,1800,169.9,1214,Diesel,Automatic,131410,22.9
Kia,Seltos,2000,168.5,1786,Diesel,Automatic,29847,22.6
Honda,Jazz,1200,99.7,1720,Petrol,Manual,88205,23.9
Nissan,Kicks,2000,143.2,1058,Diesel,Manual,189404,22.7
Hyundai,Creta,1000,59.3,1327,Petrol,Automatic,105398,21.8
Volkswagen,Vento,1000,88.6,1699,Diesel,Automatic,61052,23.3
Kia,Seltos,1800,159.1,1043,Petrol,Automatic,183906,20.0
Ford,Aspire,2200,154.3,1443,Petrol,Manual,110140,19.0
Ford,Freestyle,1500,87.9,1781,Petrol,Automatic,58358,22.3
Honda,WR-V,1500,90.8,1079,Diesel,Manual,6090,23.6
BMW,320i,1600,150.8,1422,Diesel,Manual,80028,23.7
Honda,Jazz,2500,172.4,1197,Petrol,Automatic,116904,17.4
Tata,Tiago,1500,126.1,1564,Diesel,Manual,91096,21.4
Toyota,Glanza,1500,134.2,981,Petrol,Automatic,19850,20.9
Toyota,Camry,1600,148.2,1460,Diesel,Automatic,115978,22.9
Volkswagen,Vento,2500,164.1,1330,Petrol,Automatic,42977,18.1
Volkswagen,Polo,1500,127.2,1778,Diesel,Automatic,163681,24.3
Tata,Nexon,1200,100.6,1205,Petrol,Automatic,178380,21.5
Kia,Carens,2500,155.5,1010,Diesel,Automatic,170405,17.5
Ford,Aspire,2500,221.5,1182,Diesel,Manual,181647,20.8
Hyundai,Verna,1500,141.0,1608,Diesel,Manual,195247,23.5
Hyundai,Verna,2000,185.0,1297,Diesel,Automatic,174794,22.2
Hyundai,Venue,1600,112.6,1797,Petrol,Automatic,133527,21.4
BMW,520d,1600,143.8,1304,Petrol,Manual,122321,22.0
Ford,Aspire,2500,179.6,1004,Diesel,Manual,50185,20.6
Toyota,Yaris,1600,117.0,1071,Petrol,Manual,159376,20.8
Maruti Suzuki,WagonR,2500,150.5,1470,Diesel,Manual,165611,19.7
Volkswagen,Polo,1800,155.3,1636,Diesel,Automatic,95304,23.6
Kia,Carens,1200,88.1,1235,Petrol,Manual,37545,22.3
Honda,City,1600,127.8,1799,Petrol,Automatic,1550,19.9
Kia,Sonet,1000,79.6,1582,Petrol,Automatic,91958,21.4
Ford,Figo,1600,119.5,939,Diesel,Automatic,125273,22.0
Ford,Ecosport,1600,136.2,1520,Diesel,Automatic,83358,22.9
Volkswagen,Polo,1000,87.8,1208,Petrol,Automatic,5428,21.0
BMW,320i,1600,131.7,1687,Petrol,Automatic,72819,19.3
Hyundai,Verna,1000,77.7,1806,Petrol,Manual,178516,23.5
Maruti Suzuki,Baleno,2500,140.9,1707,Petrol,Manual,79774,18.3
Ford,Freestyle,1500,123.6,988,Diesel,Manual,71501,25.4
Ford,Aspire,1200,91.7,1856,Petrol,Automatic,167358,23.0
Ford,Freestyle,1600,142.0,1497,Petrol,Automatic,61876,21.2
Honda,Jazz,1600,115.7,1639,Petrol,Manual,64765,22.0
Honda,Jazz,1500,103.3,1390,Petrol,Automatic,7076,20.7
Maruti Suzuki,WagonR,1200,69.4,1477,Diesel,Manual,188667,24.3
Honda,WR-V,1200,97.9,1626,Diesel,Automatic,73662,22.1
Ford,Figo,2200,147.3,1006,Petrol,Manual,188273,19.6
Toyota,Innova,2000,162.2,1851,Diesel,Manual,29895,20.8
Maruti Suzuki,Dzire,1000,58.4,1804,Petrol,Automatic,173994,23.0
Tata,Harrier,1800,117.5,1602,Diesel,Automatic,120587,22.2
Maruti Suzuki,Ciaz,1500,95.2,1224,Diesel,Manual,65445,24.1
BMW,320i,2000,174.0,1402,Petrol,Automatic,10337,20.5
Maruti Suzuki,Ciaz,1800,156.8,1196,Petrol,Automatic,164067,18.3
Ford,Figo,2200,201.1,1390,Diesel,Automatic,191082,19.8
Nissan,Micra,2000,120.3,1371,Diesel,Manual,187837,21.9
Kia,Seltos,1800,107.5,1851,Diesel,Automatic,26621,21.8
Honda,Amaze,1800,155.5,1592,Petrol,Manual,51152,21.2
Honda,Jazz,1600,132.7,998,Petrol,Manual,104623,22.8
Maruti Suzuki,WagonR,2000,173.1,1688,Diesel,Manual,27333,22.7
Tata,Nexon,2500,177.5,863,Petrol,Manual,199923,20.1
Ford,Freestyle,2000,166.6,1051,Petrol,Manual,171069,19.9
Hyundai,Creta,2000,161.8,1534,Petrol,Manual,122287,20.2
Maruti Suzuki,WagonR,1500,112.9,1568,Diesel,Manual,183669,23.3
Kia,Carens,1500,92.9,1022,Petrol,Automatic,125023,20.6
Ford,Aspire,1200,73.1,864,Diesel,Automatic,97978,22.8
Honda,City,1500,129.5,971,Diesel,Manual,79765,24.0
Maruti Suzuki,Ciaz,1600,143.2,1423,Petrol,Manual,4443,20.3
Maruti Suzuki,Dzire,1600,150.1,1250,Diesel,Automatic,69343,23.9
Honda,Jazz,2500,219.3,1240,Diesel,Manual,149348,20.6
Hyundai,Verna,1800,153.9,1127,Petrol,Automatic,102120,20.2
Volkswagen,Vento,2500,206.4,1656,Petrol,Manual,97822,19.3
Nissan,Micra,1200,108.4,1166,Diesel,Automatic,20821,23.8
Toyota,Camry,1000,86.2,1290,Diesel,Automatic,182856,26.3
BMW,520d,2200,168.4,1004,Diesel,Automatic,116078,19.6
Nissan,Kicks,2000,181.7,885,Diesel,Automatic,17399,21.0
Toyota,Yaris,1500,122.6,1597,Petrol,Automatic,28034,21.5
Maruti Suzuki,Dzire,2500,143.6,1032,Petrol,Manual,54678,19.8
Toyota,Glanza,1200,76.5,1009,Petrol,Automatic,46991,21.9
Tata,Altroz,1800,167.8,1697,Petrol,Automatic,25881,21.1
Ford,Aspire,1600,117.7,1189,Petrol,Manual,63490,22.0
Toyota,Innova,1600,123.3,1403,Petrol,Manual,196059,21.7
Nissan,Micra,1200,89.2,1533,Diesel,Manual,95457,24.0
Maruti Suzuki,Dzire,1500,123.1,993,Diesel,Manual,34490,22.6
Volkswagen,Vento,2500,174.3,1488,Diesel,Manual,169883,20.0
Maruti Suzuki,Dzire,2500,182.5,1205,Diesel,Automatic,191224,18.7
Maruti Suzuki,Dzire,2000,128.6,1476,Petrol,Manual,14380,19.7
Toyota,Camry,1200,73.4,1715,Petrol,Manual,22810,23.0
Honda,WR-V,1200,99.9,1470,Diesel,Manual,55568,23.8
BMW,320i,1600,102.4,1059,Petrol,Automatic,103886,21.4
Volkswagen,Taigun,2200,205.8,1627,Petrol,Manual,55715,20.0
Hyundai,Verna,1600,148.6,1707,Diesel,Automatic,98283,21.6
Nissan,Micra,1500,97.6,1243,Petrol,Manual,110398,22.6
Hyundai,i10,2000,125.3,1113,Diesel,Automatic,157915,19.9
Toyota,Glanza,1800,154.9,1138,Petrol,Manual,187336,20.2
Hyundai,Verna,2200,187.8,1142,Petrol,Manual,152041,19.8
Maruti Suzuki,Swift,1500,89.2,1281,Petrol,Automatic,63135,21.5
Nissan,Micra,2000,121.1,1457,Petrol,Automatic,15332,18.5
Ford,Aspire,1600,140.0,1618,Diesel,Manual,17280,21.4
Toyota,Yaris,2200,208.0,1316,Petrol,Manual,169274,20.9
Volkswagen,Taigun,1800,108.7,1868,Diesel,Manual,148711,21.6
Volkswagen,Taigun,1800,160.7,1227,Petrol,Automatic,24778,18.9
Kia,Seltos,1000,56.8,1787,Petrol,Manual,130771,24.2
Honda,Jazz,1500,102.7,1077,Diesel,Automatic,107272,22.5
BMW,520d,1000,77.4,1094,Petrol,Manual,151906,23.6
Tata,Harrier,2500,157.1,1213,Diesel,Automatic,60004,20.6
Volkswagen,Vento,2200,188.3,1386,Petrol,Automatic,40655,18.0
Toyota,Corolla,1500,99.2,1225,Petrol,Manual,81088,21.8
Hyundai,Venue,1800,161.3,1569,Petrol,Manual,58398,20.1
BMW,320i,1200,87.0,866,Petrol,Manual,170263,23.1
Volkswagen,Taigun,2000,159.1,1561,Petrol,Automatic,169224,18.4
Nissan,Kicks,1500,133.2,1707,Diesel,Automatic,54765,23.4
Maruti Suzuki,Baleno,2200,187.6,1038,Diesel,Automatic,77544,20.3
Hyundai,i10,1500,98.9,1442,Petrol,Manual,124398,21.7
Tata,Harrier,2000,115.3,1086,Diesel,Manual,183697,21.8
Ford,Figo,2500,225.3,949,Petrol,Manual,175822,18.0
Honda,Civic,2200,194.8,1498,Diesel,Automatic,95712,20.6
Hyundai,Venue,2500,142.3,1287,Petrol,Manual,64197,18.3
Nissan,Kicks,1800,114.6,880,Diesel,Manual,75873,23.8
Volkswagen,Vento,1000,71.9,1783,Petrol,Automatic,139536,22.4
Nissan,Micra,2200,179.7,1222,Petrol,Manual,147336,20.4
Ford,Aspire,1200,67.1,1460,Petrol,Automatic,174692,20.7
Honda,City,1600,108.8,923,Diesel,Automatic,82673,22.5
Honda,Civic,1800,123.7,1190,Petrol,Manual,59885,22.3
BMW,520d,2000,128.7,1260,Petrol,Manual,22255,20.4
Kia,Seltos,2200,146.7,1863,Diesel,Automatic,61485,21.6
Hyundai,i10,2200,174.7,1390,Petrol,Automatic,192606,17.7
Volkswagen,Vento,2200,169.4,985,Diesel,Automatic,23663,22.3
Nissan,Micra,1000,92.9,1476,Petrol,Manual,154019,24.1
Tata,Tiago,2500,223.5,1040,Petrol,Automatic,156767,18.1
Maruti Suzuki,Baleno,1000,71.1,1351,Petrol,Automatic,181635,22.9
Nissan,Kicks,1800,154.8,1561,Diesel,Automatic,179734,22.6
Ford,Figo,1000,84.9,1463,Petrol,Automatic,172423,21.3
Tata,Harrier,1600,120.5,890,Petrol,Manual,109083,22.6
Honda,Jazz,1800,131.5,1364,Petrol,Manual,11791,19.7
Hyundai,Venue,1000,69.8,1307,Diesel,Automatic,17696,24.4
Honda,Amaze,1800,129.5,927,Diesel,Manual,85551,21.9
Kia,Sonet,1500,112.3,1824,Diesel,Automatic,45388,21.3
Kia,Carens,2500,165.7,1465,Petrol,Manual,55560,20.2
Ford,Freestyle,1000,83.1,1774,Diesel,Manual,79478,23.6
Kia,Seltos,2000,132.7,1106,Diesel,Automatic,115116,21.2
Honda,Civic,2000,154.4,1119,Petrol,Manual,81128,21.7
Hyundai,i20,1500,123.7,1895,Petrol,Manual,155386,22.0
Ford,Ecosport,1200,103.8,1480,Diesel,Automatic,87874,24.6
Tata,Tiago,1600,95.4,1309,Diesel,Manual,128765,22.3
Toyota,Camry,1000,72.2,1452,Diesel,Automatic,100655,23.7
Tata,Harrier,1500,87.9,1500,Petrol,Manual,145915,23.3
Maruti Suzuki,WagonR,2500,235.9,1087,Diesel,Automatic,94369,18.3
BMW,520d,2000,110.4,1376,Petrol,Manual,142252,19.3
Toyota,Camry,1000,87.6,1412,Petrol,Manual,67072,23.9
Nissan,Kicks,2200,208.4,917,Diesel,Automatic,166265,19.7
Toyota,Innova,1600,124.7,1650,Petrol,Manual,168769,22.3
Tata,Nexon,2200,161.1,1656,Petrol,Manual,11250,20.9
Hyundai,Creta,1800,149.9,1217,Diesel,Automatic,176269,20.6
Nissan,Sunny,1600,144.2,1373,Petrol,Automatic,25085,21.7
Tata,Nexon,1500,127.5,899,Petrol,Manual,124947,22.6
Nissan,Kicks,1000,76.8,1887,Diesel,Manual,180263,23.8
Tata,Harrier,2500,213.1,1333,Petrol,Automatic,149589,18.1
Ford,Ecosport,2200,124.1,1499,Diesel,Automatic,124753,19.8
Volkswagen,Vento,2200,123.0,1161,Petrol,Automatic,118917,19.7
Toyota,Innova,1600,102.5,1130,Diesel,Manual,5017,22.0
Ford,Ecosport,1000,74.5,1016,Diesel,Automatic,52158,24.9
Volkswagen,Vento,2200,140.3,1747,Diesel,Automatic,15746,21.5
Nissan,Micra,1500,97.4,1813,Diesel,Manual,120342,25.2
Kia,Sonet,1200,108.6,1826,Diesel,Automatic,13769,24.5
Tata,Nexon,1600,124.8,1451,Petrol,Automatic,74712,19.6
Honda,City,1200,92.6,1396,Diesel,Automatic,110061,24.4
Nissan,Micra,2200,141.9,1855,Diesel,Manual,111808,19.7
Hyundai,Verna,1600,104.9,1290,Diesel,Automatic,143172,21.9
Honda,Civic,2500,227.8,1165,Petrol,Manual,91871,20.0
Toyota,Yaris,1200,112.2,1696,Diesel,Automatic,44986,22.5
Honda,Civic,1800,106.3,1141,Petrol,Manual,176426,22.4
BMW,X3,1800,118.3,1233,Diesel,Manual,198981,21.8
BMW,320i,2200,170.4,1165,Diesel,Manual,19804,22.7
Maruti Suzuki,Ciaz,1200,89.8,1695,Petrol,Automatic,102710,22.6
Honda,Amaze,2500,160.4,1846,Diesel,Automatic,163540,19.3
Maruti Suzuki,Ciaz,1200,102.7,1836,Petrol,Manual,136323,24.1
Honda,WR-V,1000,94.8,1103,Diesel,Manual,133291,24.3
Kia,Seltos,2500,221.7,1450,Diesel,Manual,132977,21.0
Kia,Sonet,1600,121.1,1207,Diesel,Manual,120402,22.8
Nissan,Sunny,2500,221.3,1500,Diesel,Automatic,133800,20.5
Tata,Nexon,2200,191.2,898,Diesel,Automatic,37040,21.2
Ford,Freestyle,2200,181.0,1278,Petrol,Manual,37936,20.2
BMW,X3,1200,74.9,1027,Petrol,Automatic,164206,20.8
Tata,Nexon,2500,148.7,1109,Diesel,Manual,95408,19.4
Tata,Altroz,1200,94.3,1571,Diesel,Manual,95770,24.2
Tata,Tiago,1800,103.7,948,Petrol,Automatic,84818,20.5
Honda,Civic,1600,105.5,1513,Petrol,Automatic,52277,21.4
Ford,Freestyle,2000,149.6,1100,Petrol,Automatic,61712,17.7
Tata,Tiago,1800,165.6,1071,Petrol,Automatic,97127,21.2
Nissan,Micra,2500,175.6,1762,Petrol,Manual,21126,19.1
Tata,Tiago,2500,140.6,1224,Diesel,Manual,54129,19.9
Hyundai,i20,1600,99.1,1159,Diesel,Manual,37712,24.9
Kia,Carens,1600,146.8,909,Petrol,Manual,40496,20.6
Volkswagen,Polo,1000,67.3,1413,Petrol,Automatic,110311,21.7
Volkswagen,Polo,1000,56.9,1317,Diesel,Manual,54843,25.3
Toyota,Corolla,1000,80.4,993,Petrol,Automatic,62000,23.8
Ford,Ecosport,2200,180.9,1177,Diesel,Manual,78366,20.8
Toyota,Glanza,2500,203.1,1689,Diesel,Automatic,48857,19.9
Hyundai,i10,2200,165.7,1581,Petrol,Automatic,10386,17.7
Volkswagen,Vento,2200,186.9,1526,Petrol,Automatic,147185,17.8
BMW,X1,1000,87.3,1617,Petrol,Automatic,114951,23.6
Kia,Seltos,1000,66.2,1615,Petrol,Manual,78902,23.0
Ford,Aspire,2500,165.4,1569,Petrol,Manual,141316,18.9
Maruti Suzuki,Ciaz,1500,90.1,1101,Diesel,Manual,131485,22.2
Hyundai,Verna,2000,159.9,1873,Petrol,Manual,40926,20.8
Volkswagen,Polo,1200,101.5,1668,Petrol,Manual,176527,24.1
BMW,X3,1600,143.7,1098,Petrol,Manual,97725,21.5
Maruti Suzuki,Dzire,2000,124.2,1169,Petrol,Automatic,24928,17.7
Honda,Amaze,1600,140.5,870,Diesel,Automatic,102644,21.9
BMW,X3,2200,181.5,1784,Diesel,Automatic,178615,20.6
BMW,X3,1800,165.1,1772,Petrol,Manual,198818,22.0
BMW,X1,2000,140.6,1197,Diesel,Automatic,160640,20.6
Toyota,Glanza,1000,65.2,1152,Diesel,Manual,178085,25.4
