company_name,model,year,km_driven,fuel_type,transmission,engine_cc,max_power_bhp,condition,mileage_kmpl,price_usd
Ford,Mustang,2006,243404,Diesel,Automatic,3220,579,Second Hand,20.5,2000.0
Porsche,Cayenne,1991,51609,Petrol,Manual,4332,132,Second Hand,32.0,2000.0
Toyota,Corolla,2003,0,Petrol,Manual,4603,216,Brand New,15.2,31371.17
Mercedes-Benz,GLA,2021,0,Diesel,Automatic,2616,72,Brand New,33.3,50107.2
Ford,Endeavour,1991,55599,Hybrid,Manual,1839,399,Second Hand,15.6,2000.0
Tesla,Model X,2001,0,Petrol,Manual,4987,120,Brand New,12.9,417171.97
Land Rover,Range Rover,2014,0,Electric,Automatic,4454,563,Brand New,16.4,63751.46
Honda,City,2003,29851,Electric,Manual,2990,418,Second Hand,25.3,2000.0
Rolls-Royce,Ghost,2014,27930,Petrol,Automatic,2059,76,Second Hand,22.6,69304.91
Porsche,Macan,1986,0,Hybrid,Manual,3520,276,Brand New,33.5,86236.36
Volvo,XC60,1988,123105,Petrol,Automatic,3662,255,Second Hand,19.4,2000.0
Nissan,Kicks,2009,0,Petrol,Automatic,836,241,Brand New,31.2,14474.29
Nissan,Magnite,2011,0,Electric,Automatic,3906,463,Brand New,15.4,19609.46
BMW,3 Series,1992,0,Hybrid,Manual,2271,418,Brand New,8.9,61002.47
Rolls-Royce,Phantom,2003,222848,Diesel,Manual,1282,502,Second Hand,12.5,15004.65
Rolls-Royce,Phantom,2007,28369,Electric,Automatic,2792,438,Second Hand,17.5,32640.95
Mahindra,Thar,2005,0,Petrol,Manual,3340,430,Brand New,15.0,13961.48
Lamborghini,Aventador,2015,214307,Electric,Automatic,3968,539,Second Hand,13.3,180360.84
Volvo,XC60,2023,15753,Hybrid,Manual,2167,532,Second Hand,31.3,43422.11
Nissan,Kicks,2002,153160,Diesel,Automatic,1315,646,Second Hand,31.1,2000.0
McLaren,570S,2022,0,Electric,Automatic,1232,127,Brand New,14.8,362543.78
Mercedes-Benz,C-Class,2012,119472,Electric,Automatic,3644,526,Second Hand,27.6,39157.63
Nissan,Magnite,2017,192130,Petrol,Automatic,4447,455,Second Hand,10.2,8343.79
Lamborghini,Huracan,2022,18312,Hybrid,Manual,4269,287,Second Hand,16.3,229870.92
Kia,Carnival,2017,63161,Diesel,Manual,1209,283,Second Hand,9.0,14638.1
Hyundai,i20,2015,180997,Electric,Automatic,3010,353,Second Hand,12.3,4022.96
Audi,A4,1999,0,Electric,Manual,2199,466,Brand New,14.0,57414.32
Honda,Civic,2014,0,Diesel,Manual,837,343,Brand New,34.3,9432.76
Audi,Q5,2009,65921,Hybrid,Automatic,3407,406,Second Hand,28.8,2000.0
Nissan,Micra,1987,147611,Petrol,Automatic,806,298,Second Hand,10.3,2000.0
Porsche,Macan,2011,0,Hybrid,Automatic,4615,585,Brand New,20.9,54563.73
Lamborghini,Huracan,1996,0,Diesel,Manual,4113,502,Brand New,19.3,314564.54
Honda,Civic,2024,132251,Petrol,Manual,4284,469,Second Hand,17.1,19039.61
Honda,Civic,2003,0,Diesel,Manual,1169,123,Brand New,33.6,28648.49
Tata,Harrier,2016,0,Hybrid,Manual,4560,505,Brand New,32.2,14005.81
Ford,Mustang,2009,81185,Petrol,Manual,4116,653,Second Hand,18.1,2000.0
Porsche,Cayenne,2021,141409,Petrol,Automatic,3438,508,Second Hand,22.8,64539.89
BMW,X5,1991,0,Petrol,Automatic,3495,381,Brand New,20.9,53129.63
Porsche,911,2008,219785,Diesel,Manual,2227,565,Second Hand,34.7,17457.19
Porsche,Macan,1986,94315,Diesel,Automatic,3619,530,Second Hand,20.5,2000.0
Audi,Q5,1986,198653,Electric,Manual,2831,282,Second Hand,31.2,2000.0
McLaren,570S,2010,140994,Diesel,Automatic,1726,692,Second Hand,29.5,42115.43
Lamborghini,Aventador,1989,77204,Electric,Manual,1596,360,Second Hand,33.5,2000.0
BMW,5 Series,1991,0,Petrol,Manual,3088,459,Brand New,34.6,64660.8
Volvo,S60,2004,128408,Electric,Manual,2153,514,Second Hand,19.1,2000.0
Volkswagen,Passat,2020,208008,Hybrid,Manual,4369,542,Second Hand,8.2,10945.1
Kia,Sonet,2019,0,Hybrid,Automatic,1466,142,Brand New,9.1,31084.49
Honda,Accord,2022,0,Diesel,Manual,1052,75,Brand New,20.4,12717.3
Volvo,S60,1995,78512,Diesel,Manual,1482,474,Second Hand,30.2,2000.0
Lamborghini,Aventador,2004,0,Petrol,Automatic,2417,213,Brand New,25.0,200146.23
Volkswagen,Polo,2018,0,Diesel,Manual,1284,162,Brand New,13.0,30210.56
Tesla,Model X,2020,213389,Diesel,Manual,2145,99,Second Hand,11.9,137169.43
Toyota,Corolla,1985,28347,Petrol,Manual,1314,499,Second Hand,17.3,2000.0
Porsche,Macan,2005,72756,Electric,Manual,4146,195,Second Hand,17.5,2000.0
Volkswagen,Passat,2017,0,Hybrid,Automatic,3015,60,Brand New,25.9,37691.68
Mahindra,Scorpio,2018,97742,Diesel,Manual,2205,66,Second Hand,33.1,14931.58
Ferrari,Roma,1998,0,Petrol,Manual,4623,678,Brand New,24.4,301651.76
Audi,A4,2014,0,Diesel,Manual,1486,229,Brand New,12.5,47222.72
Nissan,Magnite,2007,228902,Electric,Automatic,4488,65,Second Hand,20.2,4344.93
Land Rover,Range Rover,1989,42341,Diesel,Automatic,2752,103,Second Hand,10.2,2000.0
Ford,Figo,1988,233851,Electric,Manual,4896,664,Second Hand,27.8,2000.0
Kia,Sonet,2009,0,Diesel,Manual,2110,212,Brand New,27.0,21253.27
Toyota,RAV4,2012,199121,Diesel,Manual,1261,570,Second Hand,31.7,2000.0
Porsche,Macan,1989,0,Diesel,Automatic,4222,68,Brand New,24.5,71181.64
Mahindra,XUV500,1990,0,Electric,Automatic,1653,451,Brand New,18.2,15994.1
Ford,Mustang,1996,20041,Petrol,Automatic,1047,338,Second Hand,30.6,2000.0
Mercedes-Benz,C-Class,2003,0,Petrol,Automatic,4453,72,Brand New,18.1,55575.5
Tesla,Model Y,2021,115447,Petrol,Manual,3200,78,Second Hand,27.9,83813.76
Hyundai,Elantra,1994,0,Petrol,Manual,4326,613,Brand New,32.1,25576.25
McLaren,720S,2017,0,Hybrid,Manual,3634,561,Brand New,16.8,370457.39
Tata,Safari,1993,0,Petrol,Automatic,3332,640,Brand New,18.4,38843.07
Ferrari,488,2020,0,Diesel,Automatic,2373,288,Brand New,8.3,218382.93
BMW,X5,1993,0,Hybrid,Automatic,1524,657,Brand New,20.9,100649.93
Lamborghini,Huracan,1999,246941,Diesel,Manual,3733,697,Second Hand,19.3,2000.0
Volvo,XC60,1998,146103,Hybrid,Manual,1134,212,Second Hand,16.8,9516.08
Porsche,911,1997,136860,Diesel,Manual,1942,180,Second Hand,21.8,2000.0
Volkswagen,Passat,1989,0,Hybrid,Manual,1147,304,Brand New,9.5,29062.0
Kia,Sonet,2010,0,Petrol,Manual,4173,426,Brand New,8.8,21345.39
BMW,3 Series,1992,5618,Electric,Automatic,3004,411,Second Hand,16.9,2000.0
BMW,3 Series,2010,189723,Hybrid,Automatic,2120,185,Second Hand,29.2,25757.77
Lamborghini,Aventador,2020,76259,Diesel,Automatic,1234,439,Second Hand,26.2,174019.98
Nissan,Kicks,1989,0,Petrol,Automatic,1773,265,Brand New,28.4,32836.07
Ferrari,Roma,1998,70480,Petrol,Automatic,3030,552,Second Hand,16.6,2000.0
Mahindra,Thar,2019,193663,Petrol,Automatic,3377,582,Second Hand,25.4,7938.8
BMW,X5,2010,144588,Hybrid,Automatic,908,572,Second Hand,33.3,16883.28
Honda,Accord,2005,173113,Petrol,Manual,4312,371,Second Hand,22.8,2000.0
Toyota,RAV4,1994,176482,Hybrid,Automatic,4875,448,Second Hand,32.6,2000.0
Toyota,Camry,2005,58838,Diesel,Automatic,2781,614,Second Hand,30.4,5719.19
Ferrari,Roma,1997,0,Hybrid,Automatic,4440,539,Brand New,8.0,306109.01
McLaren,570S,1988,0,Hybrid,Manual,3266,484,Brand New,23.9,434645.4
Volkswagen,Polo,1993,99109,Hybrid,Automatic,2269,68,Second Hand,24.4,2000.0
Land Rover,Discovery,2018,0,Diesel,Manual,2400,233,Brand New,16.1,60435.75
Volkswagen,Polo,2023,205903,Hybrid,Automatic,1477,140,Second Hand,28.2,14049.3
Ford,Figo,1991,215017,Electric,Automatic,4999,445,Second Hand,26.4,2000.0
Porsche,Cayenne,2000,208913,Petrol,Manual,4789,563,Second Hand,11.6,2000.0
Tata,Safari,1998,0,Petrol,Automatic,4695,527,Brand New,24.6,34155.28
Volkswagen,Passat,2009,89927,Electric,Manual,3169,641,Second Hand,32.4,7770.44
BMW,X3,1986,0,Electric,Manual,1696,610,Brand New,16.3,71086.64
Land Rover,Discovery,1997,61419,Electric,Automatic,3784,436,Second Hand,24.1,2000.0
Lamborghini,Huracan,2014,0,Hybrid,Automatic,1623,693,Brand New,25.7,119496.75
Kia,Seltos,2016,114538,Petrol,Automatic,3467,190,Second Hand,17.3,4447.9
McLaren,720S,2006,0,Petrol,Automatic,4615,82,Brand New,8.7,277763.4
Toyota,Corolla,1992,0,Diesel,Manual,3449,211,Brand New,10.9,10555.4
Mercedes-Benz,C-Class,2007,194545,Electric,Manual,1507,387,Second Hand,10.4,2000.0
Ferrari,Roma,1987,147581,Diesel,Manual,3737,644,Second Hand,8.5,2000.0
Tesla,Model X,2024,0,Hybrid,Manual,4189,677,Brand New,31.9,138539.46
Mahindra,Thar,1985,0,Diesel,Manual,3060,194,Brand New,16.7,9700.77
Land Rover,Range Rover,1989,218731,Electric,Automatic,4815,137,Second Hand,19.5,2000.0
McLaren,720S,1990,46732,Diesel,Automatic,3575,521,Second Hand,23.4,2000.0
Land Rover,Discovery,2021,177005,Electric,Manual,2744,262,Second Hand,31.3,52002.04
Rolls-Royce,Phantom,1992,179259,Electric,Automatic,1003,233,Second Hand,26.1,2000.0
Mercedes-Benz,E-Class,2011,83896,Hybrid,Automatic,2127,212,Second Hand,18.4,42060.19
Audi,A4,2022,0,Diesel,Manual,1760,75,Brand New,29.3,71929.18
Porsche,Cayenne,1995,82725,Electric,Manual,3548,190,Second Hand,14.0,5223.87
Rolls-Royce,Phantom,1998,0,Petrol,Manual,3665,134,Brand New,8.5,317618.6
Hyundai,i20,2014,41523,Diesel,Manual,1385,353,Second Hand,21.8,3058.43
BMW,X3,2012,63675,Petrol,Automatic,3292,167,Second Hand,27.2,43814.07
Ferrari,Roma,1998,0,Hybrid,Manual,4264,453,Brand New,22.0,176971.18
Toyota,Fortuner,2002,177247,Electric,Automatic,2505,130,Second Hand,8.6,2000.0
Lamborghini,Huracan,2015,0,Hybrid,Manual,2908,419,Brand New,13.8,219701.43
Ford,Mustang,1987,108775,Petrol,Manual,3447,210,Second Hand,11.9,2000.0
Nissan,Micra,2013,0,Diesel,Manual,1129,519,Brand New,32.5,24579.32
BMW,X3,2006,29438,Hybrid,Manual,3755,324,Second Hand,12.5,3217.35
Kia,Seltos,2023,0,Hybrid,Automatic,1870,430,Brand New,21.8,16336.43
Ferrari,488,2012,0,Diesel,Manual,2019,381,Brand New,13.9,249727.26
McLaren,570S,2019,0,Hybrid,Manual,3861,680,Brand New,32.8,183291.24
Ferrari,488,1993,0,Hybrid,Automatic,1899,674,Brand New,24.5,194965.17
Tesla,Model 3,1985,219664,Petrol,Automatic,1812,617,Second Hand,31.6,2000.0
Tata,Harrier,2002,203409,Hybrid,Manual,1362,589,Second Hand,12.9,2000.0
Tata,Safari,1993,0,Petrol,Automatic,4291,578,Brand New,30.6,28887.34
Kia,Sonet,2015,57822,Hybrid,Manual,4731,463,Second Hand,24.4,7767.72
Volkswagen,Polo,2003,0,Diesel,Manual,3822,577,Brand New,15.2,15501.44
Volkswagen,Polo,2010,177589,Hybrid,Manual,2267,131,Second Hand,18.8,2000.0
Mercedes-Benz,C-Class,2005,240884,Hybrid,Manual,4476,397,Second Hand,16.2,2000.0
Ford,Endeavour,1996,13978,Petrol,Manual,3169,574,Second Hand,30.1,2000.0
Volvo,XC60,1995,212723,Petrol,Manual,2579,267,Second Hand,32.9,2000.0
Ferrari,Roma,1998,0,Petrol,Automatic,1212,385,Brand New,14.9,221529.39
Tesla,Model X,1995,0,Electric,Automatic,3518,605,Brand New,14.6,273853.31
Tesla,Model X,1998,207331,Electric,Automatic,1661,362,Second Hand,27.3,20297.84
Rolls-Royce,Ghost,2005,0,Hybrid,Automatic,4546,325,Brand New,21.1,295747.74
Rolls-Royce,Ghost,1985,221785,Hybrid,Automatic,4386,630,Second Hand,33.5,2000.0
Kia,Carnival,2015,0,Hybrid,Automatic,1846,660,Brand New,12.9,11501.75
Tata,Nexon,1989,0,Diesel,Automatic,4430,310,Brand New,26.2,10495.95
Porsche,Macan,1994,122267,Diesel,Manual,1678,309,Second Hand,29.6,2000.0
Hyundai,i20,2013,0,Petrol,Manual,4902,221,Brand New,19.5,13835.59
Nissan,Kicks,2012,0,Electric,Automatic,4983,173,Brand New,25.9,32323.08
Honda,CRV,2022,174469,Diesel,Manual,1301,577,Second Hand,26.8,20543.45
BMW,X5,2022,187358,Hybrid,Automatic,2321,373,Second Hand,22.1,36032.99
Volkswagen,Vento,1997,0,Electric,Automatic,4155,486,Brand New,28.3,31195.52
Tata,Safari,2022,0,Hybrid,Manual,3278,343,Brand New,18.4,22974.08
BMW,3 Series,2007,169123,Electric,Manual,4110,308,Second Hand,31.8,6320.58
Volkswagen,Polo,2011,0,Petrol,Automatic,4067,694,Brand New,19.7,20315.57
Land Rover,Discovery,2006,247798,Electric,Automatic,3756,555,Second Hand,10.4,6188.92
Nissan,Micra,2017,0,Petrol,Automatic,3681,264,Brand New,32.7,29786.92
Volvo,S60,1995,87605,Petrol,Manual,3109,572,Second Hand,18.5,2000.0
Land Rover,Range Rover,1987,203063,Diesel,Manual,4556,672,Second Hand,26.9,2000.0
McLaren,720S,2005,0,Diesel,Manual,3633,407,Brand New,9.3,385645.55
McLaren,720S,2020,0,Hybrid,Manual,1281,291,Brand New,12.9,228792.82
Lamborghini,Huracan,1989,0,Hybrid,Manual,2950,228,Brand New,15.0,126986.88
McLaren,570S,1986,115118,Hybrid,Automatic,880,473,Second Hand,14.7,2000.0
Ferrari,488,1989,174892,Electric,Manual,2350,231,Second Hand,24.4,2000.0
Kia,Sonet,1994,0,Diesel,Manual,2454,447,Brand New,25.2,11530.3
Audi,A4,2003,0,Diesel,Automatic,3651,478,Brand New,27.0,55426.44
Land Rover,Range Rover,1991,58977,Petrol,Automatic,2080,616,Second Hand,26.2,2000.0
Audi,Q5,2007,122766,Petrol,Manual,3025,364,Second Hand,15.8,11250.62
Ferrari,488,2005,71911,Petrol,Manual,1258,387,Second Hand,32.0,2000.0
Tata,Harrier,2009,243967,Electric,Manual,2566,537,Second Hand,31.3,3746.89
Ferrari,Roma,2006,0,Hybrid,Manual,4855,450,Brand New,18.6,423540.28
Land Rover,Discovery,1985,88008,Electric,Automatic,2680,327,Second Hand,34.1,2000.0
Volvo,XC60,1989,151039,Electric,Automatic,2127,309,Second Hand,26.3,2000.0
Porsche,Cayenne,1988,0,Electric,Manual,2600,662,Brand New,32.8,88235.07
McLaren,720S,2022,203586,Hybrid,Manual,2634,690,Second Hand,24.8,257560.22
Land Rover,Range Rover,2015,234179,Hybrid,Manual,1603,150,Second Hand,29.7,17231.32
Mahindra,Scorpio,1995,0,Petrol,Manual,4585,319,Brand New,18.5,15993.61
Tesla,Model S,1998,44477,Electric,Manual,1503,427,Second Hand,29.0,2000.0
Rolls-Royce,Phantom,2000,0,Electric,Automatic,1513,608,Brand New,24.8,105317.69
Toyota,Camry,2009,228408,Hybrid,Manual,3710,377,Second Hand,28.7,2000.0
Honda,Accord,1995,0,Hybrid,Automatic,1384,220,Brand New,19.7,26138.71
Volvo,XC60,2010,0,Petrol,Manual,3945,668,Brand New,22.7,105207.37
Tesla,Model Y,2020,200095,Electric,Automatic,4611,503,Second Hand,9.1,240676.36
Nissan,Micra,2005,149584,Hybrid,Automatic,4052,466,Second Hand,19.5,2000.0
Ford,Figo,2006,128770,Electric,Automatic,1927,306,Second Hand,19.9,8414.22
Volkswagen,Polo,2003,180850,Hybrid,Manual,2618,681,Second Hand,34.6,2000.0
Rolls-Royce,Ghost,2022,235591,Hybrid,Automatic,4724,326,Second Hand,19.6,189915.4
Honda,Accord,2001,78442,Petrol,Manual,4090,514,Second Hand,29.4,2000.0
BMW,X5,2016,0,Petrol,Automatic,2696,329,Brand New,16.6,65451.44
Hyundai,Creta,1992,231746,Electric,Automatic,2359,159,Second Hand,13.5,2000.0
Toyota,Fortuner,1997,0,Hybrid,Manual,2580,156,Brand New,29.6,10368.7
Porsche,911,2020,0,Petrol,Automatic,4423,604,Brand New,21.4,61728.48
McLaren,570S,1988,0,Diesel,Automatic,1562,209,Brand New,11.9,135814.52
Nissan,Micra,2008,110545,Electric,Manual,1289,656,Second Hand,8.7,10389.22
Toyota,Camry,2014,0,Petrol,Manual,3572,322,Brand New,18.4,27693.99
Ferrari,Roma,1991,168578,Diesel,Manual,878,450,Second Hand,28.4,2000.0
Kia,Carnival,1991,34925,Petrol,Manual,3230,687,Second Hand,15.6,2000.0
Lamborghini,Aventador,1989,0,Electric,Manual,3056,547,Brand New,17.5,107936.08
Ford,Endeavour,2020,15881,Electric,Automatic,1023,565,Second Hand,22.7,17022.39
Porsche,911,2018,94068,Diesel,Manual,1928,584,Second Hand,11.5,26168.89
BMW,3 Series,1995,163249,Hybrid,Manual,3703,683,Second Hand,28.3,2000.0
Land Rover,Range Rover,1990,0,Petrol,Automatic,3767,194,Brand New,14.5,99634.39
Lamborghini,Aventador,1985,0,Petrol,Manual,2425,256,Brand New,32.8,197532.56
Ferrari,Roma,1985,0,Diesel,Manual,3931,483,Brand New,31.5,199375.57
Tesla,Model Y,1988,43755,Diesel,Manual,1766,92,Second Hand,34.6,2000.0
Audi,Q5,2002,0,Hybrid,Manual,2586,276,Brand New,34.3,60159.66
Land Rover,Range Rover,1988,0,Hybrid,Manual,3927,515,Brand New,20.9,51198.6
Land Rover,Range Rover,2018,224722,Petrol,Manual,4227,500,Second Hand,8.6,38087.58
Mahindra,XUV500,2001,0,Diesel,Manual,3921,127,Brand New,8.0,21011.57
McLaren,570S,2022,79887,Electric,Automatic,2558,698,Second Hand,15.7,308205.5
Nissan,Micra,1989,0,Electric,Manual,3755,490,Brand New,21.4,12235.35
Toyota,Camry,2017,236266,Diesel,Automatic,4525,699,Second Hand,32.6,11508.01
Audi,A4,2023,121064,Electric,Manual,1996,619,Second Hand,31.4,70666.2
Lamborghini,Aventador,2011,0,Petrol,Automatic,900,313,Brand New,10.1,128065.86
Honda,Accord,2005,0,Electric,Automatic,4220,423,Brand New,33.3,32044.79
McLaren,720S,1986,11414,Hybrid,Manual,2250,230,Second Hand,12.9,2000.0
Honda,CRV,1991,194140,Electric,Automatic,4093,188,Second Hand,26.3,2000.0
Rolls-Royce,Phantom,2020,0,Diesel,Automatic,4333,170,Brand New,18.3,334828.56
Volvo,XC40,2007,146051,Hybrid,Automatic,1073,238,Second Hand,33.9,12915.2
Mahindra,Scorpio,1989,27287,Electric,Automatic,3963,352,Second Hand,9.2,2000.0
Porsche,Cayenne,1986,0,Hybrid,Manual,2163,224,Brand New,31.2,68139.92
Land Rover,Range Rover,2008,0,Hybrid,Manual,3262,275,Brand New,28.4,105133.92
Land Rover,Discovery,1997,0,Diesel,Manual,2695,535,Brand New,23.9,94893.46
Volkswagen,Vento,2014,0,Diesel,Manual,2770,489,Brand New,18.0,36699.35
Audi,A4,2006,100394,Diesel,Automatic,1747,142,Second Hand,30.1,4517.73
Lamborghini,Aventador,2017,173419,Diesel,Automatic,2600,292,Second Hand,30.5,149540.15
Porsche,911,2020,36996,Petrol,Manual,3345,689,Second Hand,8.9,36247.44
Tesla,Model S,2019,145755,Diesel,Automatic,3226,690,Second Hand,23.8,141873.27
Porsche,Cayenne,2004,0,Petrol,Manual,2705,427,Brand New,12.9,57896.4
Honda,Accord,1993,0,Diesel,Manual,1097,532,Brand New,11.5,12332.23
Lamborghini,Huracan,2023,136852,Petrol,Automatic,4179,75,Second Hand,30.4,321235.49
Lamborghini,Huracan,2009,0,Petrol,Manual,2235,263,Brand New,12.9,141411.32
Volkswagen,Passat,1994,41554,Hybrid,Automatic,1031,436,Second Hand,27.9,2000.0
BMW,X5,2014,0,Diesel,Manual,2898,574,Brand New,14.8,58752.35
Rolls-Royce,Phantom,1992,0,Electric,Manual,2754,229,Brand New,31.6,188577.59
Toyota,Camry,2016,105203,Diesel,Automatic,3898,578,Second Hand,26.3,13287.63
Volvo,XC40,1988,46327,Hybrid,Automatic,4213,264,Second Hand,20.2,2000.0
McLaren,720S,1998,0,Diesel,Manual,1822,294,Brand New,10.9,244481.74
McLaren,720S,1989,198094,Diesel,Manual,2153,543,Second Hand,14.5,2000.0
Volkswagen,Passat,2012,238733,Petrol,Manual,1557,154,Second Hand,8.7,13716.15
Volkswagen,Passat,1992,125737,Electric,Manual,1046,222,Second Hand,15.5,2000.0
McLaren,570S,1996,0,Petrol,Automatic,4825,523,Brand New,21.3,141724.86
Kia,Seltos,2005,0,Hybrid,Manual,3604,322,Brand New,33.2,30441.08
Toyota,Fortuner,1990,0,Petrol,Automatic,4467,558,Brand New,30.2,24748.35
Volvo,S60,1999,0,Diesel,Manual,2448,592,Brand New,12.5,97016.83
Hyundai,Creta,2012,0,Hybrid,Automatic,2075,649,Brand New,34.6,11864.12
Volkswagen,Vento,2006,102359,Hybrid,Manual,3359,180,Second Hand,33.1,2578.84
Tesla,Model 3,1988,157428,Diesel,Manual,1404,594,Second Hand,20.4,2000.0
Ford,Figo,1990,0,Electric,Automatic,4279,552,Brand New,11.1,9035.13
Lamborghini,Huracan,2008,91014,Petrol,Manual,2561,82,Second Hand,29.9,28089.39
Tesla,Model X,2022,0,Electric,Automatic,4248,162,Brand New,21.2,212732.78
Toyota,Fortuner,2016,178041,Petrol,Automatic,3532,116,Second Hand,17.7,2000.0
Honda,CRV,2020,0,Hybrid,Automatic,1248,240,Brand New,9.7,35947.94
Ford,Figo,2006,0,Hybrid,Automatic,4501,389,Brand New,27.3,27080.76
Land Rover,Discovery,1985,69448,Hybrid,Manual,2378,270,Second Hand,18.5,2000.0
Kia,Carnival,2010,0,Hybrid,Manual,4901,160,Brand New,12.1,30074.59
Tata,Nexon,2008,0,Electric,Automatic,2091,133,Brand New,26.4,23434.74
Kia,Carnival,2014,0,Electric,Manual,5000,400,Brand New,31.0,29132.01
McLaren,570S,1988,176445,Diesel,Automatic,4721,700,Second Hand,9.2,2000.0
Nissan,Kicks,2022,215927,Diesel,Automatic,2658,478,Second Hand,12.0,9559.52
Land Rover,Discovery,1996,78040,Hybrid,Manual,4488,85,Second Hand,18.9,2000.0
Tesla,Model X,1998,0,Electric,Manual,4501,276,Brand New,13.2,309830.62
Volkswagen,Polo,1987,0,Petrol,Automatic,3208,342,Brand New,25.8,10492.12
Tata,Safari,2022,21596,Hybrid,Automatic,4923,199,Second Hand,10.7,26248.36
Nissan,Micra,2006,0,Petrol,Manual,3476,652,Brand New,20.6,25056.92
Ferrari,Roma,2012,129343,Electric,Automatic,4398,662,Second Hand,19.8,91236.51
Kia,Seltos,2015,42923,Petrol,Manual,3566,636,Second Hand,34.4,11479.92
Toyota,Corolla,2024,0,Petrol,Automatic,1248,601,Brand New,19.2,16778.73
Volkswagen,Polo,2007,32238,Diesel,Automatic,2706,61,Second Hand,20.0,3789.62
Nissan,Micra,2004,124189,Hybrid,Manual,905,447,Second Hand,32.3,2000.0
Tesla,Model X,2017,0,Diesel,Manual,3951,501,Brand New,29.2,288346.91
Audi,A4,1998,0,Electric,Manual,3626,615,Brand New,26.2,63121.3
Lamborghini,Aventador,2006,0,Electric,Automatic,2288,178,Brand New,13.8,374802.41
Nissan,Magnite,2021,0,Petrol,Manual,3175,682,Brand New,24.0,22105.85
BMW,X3,1989,0,Petrol,Automatic,2834,192,Brand New,11.3,57205.2
BMW,X5,2003,47826,Diesel,Automatic,4174,547,Second Hand,27.9,2000.0
Lamborghini,Huracan,2017,0,Diesel,Manual,1690,478,Brand New,8.5,445821.55
Kia,Carnival,2007,30600,Diesel,Automatic,1552,610,Second Hand,29.1,8753.38
Rolls-Royce,Ghost,1985,234861,Electric,Automatic,1662,565,Second Hand,28.1,2000.0
Tata,Safari,2019,0,Petrol,Automatic,2226,258,Brand New,23.3,18085.26
Hyundai,i20,2019,0,Diesel,Manual,4515,549,Brand New,12.7,26307.34
Mahindra,Thar,2005,0,Hybrid,Automatic,4611,76,Brand New,29.0,38988.43
Lamborghini,Aventador,2023,160031,Hybrid,Automatic,2395,609,Second Hand,30.7,170692.43
Land Rover,Range Rover,2013,0,Petrol,Manual,3261,663,Brand New,17.9,79328.06
Toyota,Corolla,2010,230178,Petrol,Automatic,3639,417,Second Hand,14.4,2000.0
Lamborghini,Huracan,2012,47859,Petrol,Automatic,2723,191,Second Hand,23.9,170205.25
Mahindra,Thar,2008,71544,Electric,Automatic,4644,455,Second Hand,13.7,2000.0
Porsche,911,1997,144311,Petrol,Manual,1332,513,Second Hand,18.6,2000.0
Tata,Harrier,2014,0,Diesel,Automatic,1505,689,Brand New,28.5,33495.59
Mercedes-Benz,GLC,1998,234947,Hybrid,Automatic,2486,401,Second Hand,19.4,2000.0
Ferrari,488,2001,11024,Hybrid,Manual,2617,320,Second Hand,15.9,2000.0
Audi,A4,2004,203288,Diesel,Automatic,1243,627,Second Hand,28.7,11582.22
Hyundai,i20,2002,167405,Diesel,Automatic,1902,489,Second Hand,25.0,2000.0
Rolls-Royce,Ghost,1996,159470,Electric,Manual,3692,238,Second Hand,32.3,2000.0
Volkswagen,Vento,1998,0,Diesel,Manual,4886,389,Brand New,31.9,30035.09
Tata,Nexon,1990,159073,Electric,Manual,2610,657,Second Hand,14.1,2000.0
Ford,Mustang,2001,0,Diesel,Manual,2732,544,Brand New,16.6,34202.96
Ferrari,488,2021,0,Petrol,Automatic,4488,208,Brand New,29.5,224623.8
Honda,Civic,2021,122847,Diesel,Manual,1288,425,Second Hand,18.4,5012.31
McLaren,570S,1998,0,Hybrid,Automatic,3654,680,Brand New,17.7,323226.36
Hyundai,Elantra,2016,0,Hybrid,Automatic,4895,197,Brand New,19.5,21249.47
Volkswagen,Polo,1993,0,Hybrid,Manual,2639,498,Brand New,26.4,36324.44
Audi,Q5,2015,0,Diesel,Automatic,4274,374,Brand New,21.2,71987.39
Audi,A4,2022,0,Diesel,Manual,2719,370,Brand New,24.5,50864.66
Audi,Q3,2011,224302,Petrol,Manual,4041,570,Second Hand,34.3,2000.0
